Pasar,Komoditas,Tanggal,Harga_Prediksi
Pasar Babakan,Ikan Bandeng,2026-07-12,38000.0
Pasar Babakan,Ikan Bandeng,2026-07-13,38000.0
Pasar Babakan,Ikan Bandeng,2026-07-14,39500.0
Pasar Babakan,Ikan Bandeng,2026-07-15,40000.0
Pasar Babakan,Ikan Bandeng,2026-07-16,40000.0
Pasar Babakan,Ikan Bandeng,2026-07-17,40000.0
Pasar Babakan,Jagung Pipilan,2026-07-04,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-05,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-06,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-07,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-08,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-09,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-10,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-11,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-12,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-13,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-14,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-15,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-16,8000.0
Pasar Babakan,Jagung Pipilan,2026-07-17,8000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-04,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-05,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-06,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-07,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-08,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-09,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-10,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-11,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-12,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-13,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-14,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-15,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-16,4000.0
Pasar Babakan,Jagung Pipilan Kering,2026-07-17,4000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-04,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-05,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-06,3500.0
Pasar Babakan,Indomie Kari Ayam,2026-07-07,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-08,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-09,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-10,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-11,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-12,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-13,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-14,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-15,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-16,3000.0
Pasar Babakan,Indomie Kari Ayam,2026-07-17,3000.0
Pasar Babakan,Kacang Panjang,2026-07-04,22000.0
Pasar Babakan,Kacang Panjang,2026-07-05,22000.0
Pasar Babakan,Kacang Panjang,2026-07-06,22000.0
Pasar Babakan,Kacang Panjang,2026-07-07,22000.0
Pasar Babakan,Kacang Panjang,2026-07-08,22000.0
Pasar Babakan,Kacang Panjang,2026-07-09,22000.0
Pasar Babakan,Kacang Panjang,2026-07-10,22000.0
Pasar Babakan,Kacang Panjang,2026-07-11,22000.0
Pasar Babakan,Kacang Panjang,2026-07-12,22000.0
Pasar Babakan,Kacang Panjang,2026-07-13,22000.0
Pasar Babakan,Kacang Panjang,2026-07-14,22000.0
Pasar Babakan,Kacang Panjang,2026-07-15,22000.0
Pasar Babakan,Kacang Panjang,2026-07-16,22000.0
Pasar Babakan,Kacang Panjang,2026-07-17,22000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-04,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-05,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-06,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-07,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-08,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-09,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-10,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-11,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-12,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-13,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-14,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-15,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-16,14000.0
Pasar Babakan,Kacang Kedelai Impor,2026-07-17,14000.0
Pasar Babakan,Kacang Hijau,2026-07-04,30000.0
Pasar Babakan,Kacang Hijau,2026-07-05,30000.0
Pasar Babakan,Kacang Hijau,2026-07-06,30000.0
Pasar Babakan,Kacang Hijau,2026-07-07,30000.0
Pasar Babakan,Kacang Hijau,2026-07-08,30000.0
Pasar Babakan,Kacang Hijau,2026-07-09,30000.0
Pasar Babakan,Kacang Hijau,2026-07-10,30000.0
Pasar Babakan,Kacang Hijau,2026-07-11,29500.0
Pasar Babakan,Kacang Hijau,2026-07-12,30000.0
Pasar Babakan,Kacang Hijau,2026-07-13,29000.0
Pasar Babakan,Kacang Hijau,2026-07-14,29000.0
Pasar Babakan,Kacang Hijau,2026-07-15,28500.0
Pasar Babakan,Kacang Hijau,2026-07-16,27500.0
Pasar Babakan,Kacang Hijau,2026-07-17,27500.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-04,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-05,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-06,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-07,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-08,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-09,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-10,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-11,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-12,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-13,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-14,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-15,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-16,14000.0
Pasar Babakan,Kacang Kedelai Lokal,2026-07-17,14000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-04,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-05,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-06,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-07,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-08,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-09,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-10,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-11,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-12,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-13,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-14,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-15,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-16,42000.0
Pasar Babakan,Kacang Tanah kupas,2026-07-17,42000.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-04,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-05,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-06,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-07,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-08,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-09,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-10,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-11,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-12,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-13,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-14,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-15,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-16,3500.0
Pasar Babakan,Ketela Pohon/Singkong,2026-07-17,3500.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-04,36500.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-05,36500.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-06,36500.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-07,36000.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-08,36500.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-09,34500.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-10,35000.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-11,37000.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-12,37500.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-13,37000.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-14,37000.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-15,37000.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-16,36500.0
Pasar Babakan,Kacang Tanah/Suuk,2026-07-17,36000.0
Pasar Babakan,Kentang,2026-07-04,16500.0
Pasar Babakan,Kentang,2026-07-05,17000.0
Pasar Babakan,Kentang,2026-07-06,17500.0
Pasar Babakan,Kentang,2026-07-07,17500.0
Pasar Babakan,Kentang,2026-07-08,17000.0
Pasar Babakan,Kentang,2026-07-09,16500.0
Pasar Babakan,Kentang,2026-07-10,16000.0
Pasar Babakan,Kentang,2026-07-11,16500.0
Pasar Babakan,Kentang,2026-07-12,16000.0
Pasar Babakan,Kentang,2026-07-13,16500.0
Pasar Babakan,Kentang,2026-07-14,16000.0
Pasar Babakan,Kentang,2026-07-15,16500.0
Pasar Babakan,Kentang,2026-07-16,16500.0
Pasar Babakan,Kentang,2026-07-17,16500.0
Pasar Babakan,Margarine Simas,2026-07-04,24000.0
Pasar Babakan,Margarine Simas,2026-07-05,24000.0
Pasar Babakan,Margarine Simas,2026-07-06,24000.0
Pasar Babakan,Margarine Simas,2026-07-07,24000.0
Pasar Babakan,Margarine Simas,2026-07-08,24000.0
Pasar Babakan,Margarine Simas,2026-07-09,24000.0
Pasar Babakan,Margarine Simas,2026-07-10,24000.0
Pasar Babakan,Margarine Simas,2026-07-11,24000.0
Pasar Babakan,Margarine Simas,2026-07-12,24000.0
Pasar Babakan,Margarine Simas,2026-07-13,24000.0
Pasar Babakan,Margarine Simas,2026-07-14,24000.0
Pasar Babakan,Margarine Simas,2026-07-15,24000.0
Pasar Babakan,Margarine Simas,2026-07-16,24000.0
Pasar Babakan,Margarine Simas,2026-07-17,24000.0
Pasar Babakan,Margarine Blue Band,2026-07-04,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-05,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-06,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-07,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-08,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-09,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-10,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-11,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-12,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-13,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-14,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-15,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-16,8500.0
Pasar Babakan,Margarine Blue Band,2026-07-17,8500.0
Pasar Babakan,Kol,2026-07-04,8000.0
Pasar Babakan,Kol,2026-07-05,8000.0
Pasar Babakan,Kol,2026-07-06,8000.0
Pasar Babakan,Kol,2026-07-07,8000.0
Pasar Babakan,Kol,2026-07-08,8000.0
Pasar Babakan,Kol,2026-07-09,8000.0
Pasar Babakan,Kol,2026-07-10,8000.0
Pasar Babakan,Kol,2026-07-11,7500.0
Pasar Babakan,Kol,2026-07-12,7500.0
Pasar Babakan,Kol,2026-07-13,7500.0
Pasar Babakan,Kol,2026-07-14,7500.0
Pasar Babakan,Kol,2026-07-15,7000.0
Pasar Babakan,Kol,2026-07-16,7000.0
Pasar Babakan,Kol,2026-07-17,7500.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-04,35000.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-05,35000.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-06,35000.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-07,35000.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-08,35000.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-09,35000.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-10,36500.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-11,35500.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-12,35000.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-13,35000.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-14,35000.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-15,35000.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-16,35500.0
Pasar Babakan,Mie Instan Sedaap Soto,2026-07-17,37500.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-04,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-05,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-06,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-07,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-08,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-09,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-10,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-11,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-12,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-13,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-14,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-15,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-16,21000.0
Pasar Babakan,Minyak Goreng Bimoli,2026-07-17,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-04,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-05,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-06,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-07,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-08,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-09,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-10,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-11,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-12,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-13,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-14,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-15,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-16,21000.0
Pasar Babakan,Minyak Goreng Curah,2026-07-17,21000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-04,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-05,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-06,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-07,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-08,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-09,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-10,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-11,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-12,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-13,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-14,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-15,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-16,22000.0
Pasar Babakan,Minyak Goreng Tropical,2026-07-17,22000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-04,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-05,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-06,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-07,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-08,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-09,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-10,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-11,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-12,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-13,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-14,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-15,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-16,16000.0
Pasar Babakan,Minyak Goreng Kemasan Sederhana,2026-07-17,16000.0
Pasar Babakan,Sawi Hijau,2026-07-04,8000.0
Pasar Babakan,Sawi Hijau,2026-07-05,8000.0
Pasar Babakan,Sawi Hijau,2026-07-06,7500.0
Pasar Babakan,Sawi Hijau,2026-07-07,7500.0
Pasar Babakan,Sawi Hijau,2026-07-08,7000.0
Pasar Babakan,Sawi Hijau,2026-07-09,7000.0
Pasar Babakan,Sawi Hijau,2026-07-10,7000.0
Pasar Babakan,Sawi Hijau,2026-07-11,7500.0
Pasar Babakan,Sawi Hijau,2026-07-12,7500.0
Pasar Babakan,Sawi Hijau,2026-07-13,7500.0
Pasar Babakan,Sawi Hijau,2026-07-14,7500.0
Pasar Babakan,Sawi Hijau,2026-07-15,7500.0
Pasar Babakan,Sawi Hijau,2026-07-16,8000.0
Pasar Babakan,Sawi Hijau,2026-07-17,7500.0
Pasar Babakan,Segitiga Biru,2026-07-04,12000.0
Pasar Babakan,Segitiga Biru,2026-07-05,12000.0
Pasar Babakan,Segitiga Biru,2026-07-06,12000.0
Pasar Babakan,Segitiga Biru,2026-07-07,12000.0
Pasar Babakan,Segitiga Biru,2026-07-08,12000.0
Pasar Babakan,Segitiga Biru,2026-07-09,12000.0
Pasar Babakan,Segitiga Biru,2026-07-10,12000.0
Pasar Babakan,Segitiga Biru,2026-07-11,12000.0
Pasar Babakan,Segitiga Biru,2026-07-12,12000.0
Pasar Babakan,Segitiga Biru,2026-07-13,12000.0
Pasar Babakan,Segitiga Biru,2026-07-14,12000.0
Pasar Babakan,Segitiga Biru,2026-07-15,12000.0
Pasar Babakan,Segitiga Biru,2026-07-16,12000.0
Pasar Babakan,Segitiga Biru,2026-07-17,12000.0
Pasar Babakan,Sawi Petsay,2026-07-04,10000.0
Pasar Babakan,Sawi Petsay,2026-07-05,10000.0
Pasar Babakan,Sawi Petsay,2026-07-06,10000.0
Pasar Babakan,Sawi Petsay,2026-07-07,9500.0
Pasar Babakan,Sawi Petsay,2026-07-08,9000.0
Pasar Babakan,Sawi Petsay,2026-07-09,9000.0
Pasar Babakan,Sawi Petsay,2026-07-10,8000.0
Pasar Babakan,Sawi Petsay,2026-07-11,9000.0
Pasar Babakan,Sawi Petsay,2026-07-12,8500.0
Pasar Babakan,Sawi Petsay,2026-07-13,8000.0
Pasar Babakan,Sawi Petsay,2026-07-14,9000.0
Pasar Babakan,Sawi Petsay,2026-07-15,9500.0
Pasar Babakan,Sawi Petsay,2026-07-16,9500.0
Pasar Babakan,Sawi Petsay,2026-07-17,9500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-04,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-05,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-06,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-07,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-08,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-09,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-10,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-11,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-12,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-13,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-14,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-15,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-16,4500.0
Pasar Babakan,Susu Bubuk Putih Indomilk,2026-07-17,4500.0
Pasar Babakan,Singkong,2026-07-04,5000.0
Pasar Babakan,Singkong,2026-07-05,5000.0
Pasar Babakan,Singkong,2026-07-06,5000.0
Pasar Babakan,Singkong,2026-07-07,5000.0
Pasar Babakan,Singkong,2026-07-08,5000.0
Pasar Babakan,Singkong,2026-07-09,5000.0
Pasar Babakan,Singkong,2026-07-10,5000.0
Pasar Babakan,Singkong,2026-07-11,5000.0
Pasar Babakan,Singkong,2026-07-12,5000.0
Pasar Babakan,Singkong,2026-07-13,5000.0
Pasar Babakan,Singkong,2026-07-14,5000.0
Pasar Babakan,Singkong,2026-07-15,5000.0
Pasar Babakan,Singkong,2026-07-16,5000.0
Pasar Babakan,Singkong,2026-07-17,5000.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-04,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-05,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-06,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-07,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-08,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-09,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-10,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-11,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-12,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-13,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-14,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-15,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-16,12500.0
Pasar Babakan,Susu Kental Manis Bendera Cokelat,2026-07-17,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-04,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-05,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-06,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-07,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-08,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-09,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-10,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-11,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-12,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-13,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-14,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-15,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-16,12500.0
Pasar Babakan,Susu Kental Manis Indomilk,2026-07-17,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-04,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-05,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-06,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-07,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-08,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-09,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-10,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-11,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-12,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-13,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-14,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-15,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-16,12500.0
Pasar Babakan,Susu Kental Manis Bendera Putih,2026-07-17,12500.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-04,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-05,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-06,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-07,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-08,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-09,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-10,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-11,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-12,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-13,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-14,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-15,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-16,11000.0
Pasar Babakan,Tepung Terigu Cakra Kembar,2026-07-17,11000.0
Pasar Babakan,Telur Ayam Broiler,2026-07-04,25000.0
Pasar Babakan,Telur Ayam Broiler,2026-07-05,24500.0
Pasar Babakan,Telur Ayam Broiler,2026-07-06,24500.0
Pasar Babakan,Telur Ayam Broiler,2026-07-07,24500.0
Pasar Babakan,Telur Ayam Broiler,2026-07-08,24000.0
Pasar Babakan,Telur Ayam Broiler,2026-07-09,24000.0
Pasar Babakan,Telur Ayam Broiler,2026-07-10,24000.0
Pasar Babakan,Telur Ayam Broiler,2026-07-11,24500.0
Pasar Babakan,Telur Ayam Broiler,2026-07-12,25000.0
Pasar Babakan,Telur Ayam Broiler,2026-07-13,25000.0
Pasar Babakan,Telur Ayam Broiler,2026-07-14,25000.0
Pasar Babakan,Telur Ayam Broiler,2026-07-15,25500.0
Pasar Babakan,Telur Ayam Broiler,2026-07-16,25500.0
Pasar Babakan,Telur Ayam Broiler,2026-07-17,25000.0
Pasar Babakan,Telur Bebek Mentah,2026-07-04,25000.0
Pasar Babakan,Telur Bebek Mentah,2026-07-05,25000.0
Pasar Babakan,Telur Bebek Mentah,2026-07-06,25000.0
Pasar Babakan,Telur Bebek Mentah,2026-07-07,25000.0
Pasar Babakan,Telur Bebek Mentah,2026-07-08,25000.0
Pasar Babakan,Telur Bebek Mentah,2026-07-09,25000.0
Pasar Babakan,Telur Bebek Mentah,2026-07-10,25000.0
Pasar Babakan,Telur Bebek Mentah,2026-07-11,25000.0
Pasar Babakan,Telur Bebek Mentah,2026-07-12,25000.0
Pasar Babakan,Telur Bebek Mentah,2026-07-13,25000.0
Pasar Babakan,Telur Bebek Mentah,2026-07-14,25000.0
